DEPARTMENT_finishing,DEPARTMENT_sweing,TEAM_1,TEAM_2,TEAM_3,TEAM_4,TEAM_5,TEAM_6,TEAM_7,TEAM_8,TEAM_9,TEAM_10,TEAM_11,TEAM_12,TARGETED_PRODUCTIVITY,SMV,WIP,OVER_TIME,INCENTIVE,IDLE_TIME,IDLE_MEN,NO_OF_STYLE_CHANGE,NO_OF_WORKERS,ACTUAL_PRODUCTIVITY
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.705916667
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.3176538908246225,0.21423276501111935,0.432,0.37815126050420167,0.0,0.0,0.0,0.5977011494252874,0.712205247
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.024196670538133958,0.0,0.096,0.0,0.0,0.0,0.0,0.11494252873563218,0.436326389
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.16473093302361594,0.3587842846553002,0.24400000000000002,0.42016806722689076,0.0,0.0,0.0,0.3275862068965517,0.800570492
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.16473093302361594,0.3587842846553002,0.24400000000000002,0.42016806722689076,0.0,0.0,0.0,0.3275862068965517,0.800570492
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.902916667
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.2861378799110452,0.42000000000000004,0.42016806722689076,0.0,0.0,0.0,0.6264367816091955,0.800725314
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.024196670538133958,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.782447917
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.32849399922570655,0.34988880652335064,0.44,0.37815126050420167,0.0,0.0,0.0,0.6091954022988506,0.75024303
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.020131629887727445,0.0,0.10400000000000001,0.0,0.0,0.0,0.0,0.06896551724137931,0.945277778
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.33839881393624904,0.436,0.42016806722689076,0.0,0.0,0.0,0.603448275862069,0.800322936
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.024196670538133958,0.0,0.44,0.0,0.0,0.0,0.0,0.20689655172413793,0.988024691
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4024390243902439,0.2016308376575241,0.92,0.0,0.0,0.0,0.0,0.6666666666666667,0.700134038
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16860240030971735,0.2442550037064492,0.47200000000000003,0.42016806722689076,0.0,0.0,0.0,0.3390804597701149,0.800148649
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.4269829503335804,0.448,0.42016806722689076,0.0,0.0,0.0,0.6206896551724138,0.800125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.6253125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.4217939214232765,0.448,0.31932773109243695,0.0,0.0,0.0,0.6206896551724138,0.800125
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.628333333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.46738324684951815,0.47200000000000003,0.42016806722689076,0.0,0.0,0.0,0.6551724137931034,0.800318644
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.024196670538133958,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.956270833
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.4874177313201702,0.3973313565604151,0.46,0.3361344537815126,0.0,0.0,0.0,0.6379310344827587,0.699965217
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.024196670538133958,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.7018125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.3176538908246225,0.22609340252038546,0.432,0.47058823529411764,0.0,0.0,0.0,0.5977011494252874,0.787299691
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,0.0,0.376,0.0,0.0,0.0,0.0,0.17241379310344826,0.987880435
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.16860240030971735,0.37249814677538917,0.47200000000000003,0.42016806722689076,0.0,0.0,0.0,0.3160919540229885,0.800237288
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.4502516453735965,0.312824314306894,0.47200000000000003,0.5294117647058824,0.0,0.0,0.0,0.6551724137931034,0.800318644
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.915229167
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.382876204595997,0.47200000000000003,0.5294117647058824,0.0,0.0,0.0,0.6551724137931034,0.800318644
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.792104167
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.28984432913269087,0.444,0.42016806722689076,0.0,0.0,0.0,0.6149425287356322,0.800237838
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.024196670538133958,0.0,0.10400000000000001,0.0,0.0,0.0,0.0,0.06896551724137931,0.991388889
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.32849399922570655,0.27205337286879167,0.44,0.37815126050420167,0.0,0.0,0.0,0.6091954022988506,0.75024303
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.44,0.0,0.0,0.0,0.0,0.20689655172413793,0.861679012
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.3254262416604892,0.28400000000000003,0.42016806722689076,0.0,0.0,0.0,0.6149425287356322,0.800598058
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.8279132791327912,0.32765011119347665,0.464,0.2184873949579832,0.0,0.0,0.0,0.6436781609195402,0.603432184
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16860240030971735,0.19977761304670125,0.465,0.42016806722689076,0.0,0.0,0.0,0.33333333333333337,0.879714482
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.667604167
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.4547813194959229,0.468,0.5042016806722689,0.0,0.0,0.0,0.6264367816091955,0.850436438
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.682708333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.3851000741289844,0.452,0.37815126050420167,0.0,0.0,0.0,0.6264367816091955,0.850345133
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.931645833
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.47368421052631576,0.47200000000000003,0.5042016806722689,0.0,0.0,0.0,0.6551724137931034,0.850569492
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.020131629887727445,0.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.1839080459770115,0.759228395
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.4874177313201702,0.4455151964418087,0.46,0.3361344537815126,0.0,0.0,0.0,0.6379310344827587,0.699965217
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.024196670538133958,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.345833333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.3176538908246225,0.19014084507042253,0.432,0.37815126050420167,0.0,0.0,0.0,0.5977011494252874,0.750348457
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.16860240030971735,0.45070422535211263,0.465,0.42016806722689076,0.0,0.0,0.0,0.33333333333333337,0.800030199
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.128,0.0,0.0,0.0,0.0,0.06896551724137931,0.961059028
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.4217939214232765,0.47200000000000003,0.5294117647058824,0.0,0.0,0.0,0.6551724137931034,0.800318644
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.804416667
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.2805782060785767,0.46,0.42016806722689076,0.0,0.0,0.0,0.6379310344827587,0.800076522
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.024196670538133958,0.0,0.128,0.0,0.0,0.0,0.0,0.06896551724137931,0.875390625
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.32849399922570655,0.34988880652335064,0.44,0.37815126050420167,0.0,0.0,0.0,0.6091954022988506,0.75024303
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.256,0.0,0.0,0.0,0.0,0.16091954022988506,0.893663194
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.28131949592290584,0.46,0.42016806722689076,0.0,0.0,0.0,0.6379310344827587,0.800076522
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.759270833
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3693379790940766,0.24684951816160117,0.464,0.19327731092436973,0.0,0.0,0.0,0.6436781609195402,0.600028736
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16860240030971735,0.26389918458117123,0.48000000000000004,0.42016806722689076,0.0,0.0,0.0,0.3448275862068966,0.800246011
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.676666667
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.46515937731653073,0.452,0.42016806722689076,0.0,0.0,0.0,0.6264367816091955,0.800684366
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.664583333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.38806523350630096,0.452,0.31932773109243695,0.0,0.0,0.0,0.6264367816091955,0.800684366
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.06896551724137931,0.820833333
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.4547813194959229,0.47200000000000003,0.6302521008403361,0.0,0.0,0.0,0.6551724137931034,0.850569492
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.06896551724137931,0.763375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.4874177313201702,0.4014084507042253,0.468,0.37815126050420167,0.0,0.0,0.0,0.6494252873563219,0.7504
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.020131629887727445,0.0,0.16,0.0,0.0,0.0,0.0,0.09195402298850575,0.939513889
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.3176538908246225,0.25129725722757595,0.32,0.42016806722689076,0.0,0.0,0.0,0.6091954022988506,0.800250962
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.16860240030971735,0.3843587842846553,0.48000000000000004,0.42016806722689076,0.0,0.0,0.0,0.3448275862068966,0.800246011
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.936496212
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.43995552260934023,0.7080000000000001,0.6302521008403361,0.0,0.0,0.0,0.6551724137931034,0.850502311
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.805909091
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.2653817642698295,0.6900000000000001,0.42016806722689076,0.0,0.0,0.0,0.6379310344827587,0.800594466
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.024196670538133958,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.09195402298850575,0.899166667
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.32849399922570655,0.3569310600444774,0.66,0.42016806722689076,0.0,0.0,0.0,0.6091954022988506,0.800273829
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.29600000000000004,0.0,0.0,0.0,0.0,0.1839080459770115,0.966781346
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.34284655300222383,0.6900000000000001,0.42016806722689076,0.0,0.0,0.0,0.6379310344827587,0.800594466
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3693379790940766,0.2994810971089696,0.6960000000000001,0.29411764705882354,0.0,0.0,0.0,0.6436781609195402,0.649983281
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16860240030971735,0.33728687916975536,0.298,0.31932773109243695,0.0,0.0,0.0,0.3390804597701149,0.80007657
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.61625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.38361749444032617,0.678,0.31932773109243695,0.0,0.0,0.0,0.6264367816091955,0.800128721
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.681060606
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.4014084507042253,0.678,0.31932773109243695,0.0,0.0,0.0,0.6264367816091955,0.800128721
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.858143939
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.4836916234247591,0.7080000000000001,0.6302521008403361,0.0,0.0,0.0,0.6551724137931034,0.850502311
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.809640152
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.4874177313201702,0.44810971089696067,0.7020000000000001,0.37815126050420167,0.0,0.0,0.0,0.6494252873563219,0.750545455
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.024196670538133958,0.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.14942528735632185,0.888686869
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.3176538908246225,0.21868050407709413,0.66,0.37815126050420167,0.0,0.0,0.0,0.6091954022988506,0.750057851
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.16860240030971735,0.4080800593031875,0.35400000000000004,0.42016806722689076,0.0,0.0,0.0,0.3390804597701149,0.800140969
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.951420455
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4502516453735965,0.4369903632320237,0.7080000000000001,0.6302521008403361,0.0,0.0,0.0,0.6551724137931034,0.850502311
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.813371212
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.28762045959970345,0.6900000000000001,0.5294117647058824,0.0,0.0,0.0,0.6379310344827587,0.800594466
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.024196670538133958,0.0,0.18000000000000002,0.0,0.0,0.0,0.0,0.14942528735632185,0.83
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.32849399922570655,0.3424759080800593,0.66,0.42016806722689076,0.0,0.0,0.0,0.6091954022988506,0.800273829
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.020131629887727445,0.0,0.29600000000000004,0.0,0.0,0.0,0.0,0.1839080459770115,0.827186544
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4874177313201702,0.36693847294292065,0.6900000000000001,0.42016806722689076,0.0,0.0,0.0,0.6379310344827587,0.800594466
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.024196670538133958,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.330113636
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3693379790940766,0.1530763528539659,0.648,0.3361344537815126,0.0,0.0,0.0,0.6436781609195402,0.700480831
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.09195402298850575,0.666515152
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.16473093302361594,0.3654558932542624,0.366,0.42016806722689076,0.0,0.0,0.0,0.3275862068965517,0.800343766
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.06896551724137931,0.804640152
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.44521873790166466,0.3951074870274277,0.678,0.42016806722689076,0.0,0.0,0.0,0.6264367816091955,0.800128721
